soilhealthcard_conform.state,soilhealthcard_conform.district,soilhealthcard_conform.village,soilhealthcard_conform.soil_sample_id,soilhealthcard_conform.ph,soilhealthcard_conform.ec,soilhealthcard_conform.oc,soilhealthcard_conform.n,soilhealthcard_conform.p,soilhealthcard_conform.k,soilhealthcard_conform.s,soilhealthcard_conform.zn,soilhealthcard_conform.fe,soilhealthcard_conform.cu,soilhealthcard_conform.mn,soilhealthcard_conform.farm_lat,soilhealthcard_conform.farm_long,soilhealthcard_conform.collection_date,soilhealthcard_conform.units,soilhealthcard_conform.irrigation,soilhealthcard_conform.event_date
Haryana,Hisar,Data(83),HR61051/2019-20/133633997,7.5,0.85,0.27,,15.1,250,77.45,0.81,3.18,0.68,4.94,29.151667,75.583056,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134111069,7.6,,0.36,,32.4,132,63.63,0.51,4.14,0.64,4.62,29.150278,75.573889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134244115,7.5,0.62,0.4,,22.8,188,62.16,0.76,4.08,0.45,4.87,29.175556,76.003889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134595316,7.7,,0.25,,16.9,151,32.44,0.66,4.21,0.38,5.58,29.164167,76.013056,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134709716,7.4,0.52,0.44,,2.8,280,26.2,0.53,3.93,0.65,5.33,29.17186,76.0002,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134734221,7.4,,0.33,,21.4,150,43.19,0.82,2.52,0.32,5.88,29.168889,76.010556,26/04/19,,Rainfed,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134760567,7.2,0.28,0.4,,7.4,142,53.29,0.68,5.1,0.41,5.63,29.159167,75.588889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134808296,7.4,0.56,0.3,,16.9,128,76.65,0.64,3.62,0.54,4.92,29.161389,76.013889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134870794,7.6,0.66,0.38,,16.4,300,94.69,0.58,4.42,0.53,4.25,29.173334,76.015,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134907820,7.4,0.95,0.29,,29.8,178,58.65,0.97,3.89,0.46,4.82,29.172778,76.004167,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134916153,7.4,0.85,0.25,,15.2,200,70.39,1.05,3.71,0.35,7.18,29.159167,76.012778,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134921535,7.4,0.43,0.32,,12.3,170,80.92,0.8,4.52,1.56,6.5,29.156667,75.586389,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2019-20/134928456,7.6,0.45,0.36,,2.6,196,42.58,0.98,5.12,0.64,6.65,29.162778,75.588889,26/04/19,,Irrigated,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78324919,7.6,,0.38,,92.81,262.47,111.62,6.46,1.67,5.5,,29.5803,75.906977,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Depal (118),HR61070/2016-17/78325761,7.6,,0.36,,54.06,342.72,52.03,2.82,20.67,5.96,,29.079609,75.91728,25/06/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23673978,7.4,0.98,0.35,,37,540,108.5,0.65,4.29,,3.12,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23684658,7.6,0.67,0.29,,32.5,582,,0.27,10.43,,35.49,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23761708,7.8,0.85,0.33,,4.7,545,,0.04,5.66,,3.57,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Siswal(174),HR60851/2016-17/23879016,7.4,0.84,0.23,,11.2,700,,0.35,3.65,,2.6,,,02/11/15,,Rainfed,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83936711,6.4,,0.27,,24.15,112.4,87.82,2,4.78,3.4,3.89,29.5803,76.18089,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83938863,7.3,,0.44,,7.07,403.87,14.46,1.51,10.22,0.9,17.17,29.5803,76.18315,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83939631,7.4,,0.51,,0.96,297.47,33.7,2.38,24.37,2.15,1.52,29.5803,76.17213,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83941598,7.5,,0.45,,20.2,462.11,31.82,3.34,1.17,2.57,7.56,29.5803,76.18136,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bad Chhapar (61),HR61108/2016-17/83943552,7.1,,0.15,,3.94,108.91,13.47,1.41,1.33,2.01,0.47,29.555,76.17358,11/09/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83134708,7.2,,0.47,,18.46,235.72,92,1.84,13.63,2.97,6.59,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135030,7.1,,0.3,,13.89,101.05,,2.43,6.91,2.63,7.47,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135366,7.3,,0.38,,16,122.61,,1.62,7.9,0.73,7.26,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83135695,7.7,,0.42,,7.93,117.48,37.46,1.46,4.06,2.61,5.58,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83136338,7.5,,0.47,,10.04,49.36,65.98,5.08,5.4,2.17,1.2,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2016-17/83136672,7.9,,0.41,,14.34,144.6,83.62,6.09,5.9,2.53,5.01,29.5803,76.3181,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133773543,7.5,,0.55,,21.6,185,,0.77,4.13,0.62,8.38,29.222361,75.914513,03/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133777192,7.4,,0.28,,57,275,31.51,0.95,2.75,0.87,9.89,29.220189,75.912516,07/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133786732,7.4,,0.38,,39.7,185,115.09,0.69,3.32,0.84,12.42,29.225384,75.914853,07/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133792720,7.4,0.87,0.55,,5.5,280,55.7,0.57,4.77,0.87,8.08,29.223511,75.91521,04/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133796828,7.3,0.96,0.38,,10.3,175,,0.67,4.54,0.81,11.68,29.292982,75.9567,10/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133799504,7.3,,0.22,,5.7,710,14.66,1.02,4.62,0.35,8.15,29.168269,75.911429,02/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Badala(102),HR61096/2018-19/133802343,7.4,0.61,0.22,,12.6,465,75.5,1.01,3.74,0.67,8.99,29.378113,75.995594,09/05/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133847062,7.5,0.62,0.39,,17.3,158,67.12,0.66,2.77,0.34,3.08,29.047645,76.170437,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133884263,7.9,0.7,0.44,,20.2,266,41.26,0.28,3.1,0.25,3.62,29.043325,76.141551,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133914713,7.7,0.99,0.3,,23.2,208,69.12,0.63,2.18,0.45,2.52,29.040505,76.165671,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133937115,7.5,,0.32,,2.7,236,,0.59,4.49,0.39,3.99,29.033915,76.146521,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133939207,,0.67,0.36,,17.1,268,90.79,0.64,8.18,0.74,5.77,29.032426,76.165657,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Banda Heri (24),HR61090/2018-19/133946266,7.6,0.39,0.35,,1.5,186,84.64,0.67,4.76,0.55,4.41,29.025893,76.158792,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86384900,7.2,,0.15,,28.19,214.57,53.89,3.68,4.01,8.58,2.73,29.5803,76.12375,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86385742,7.6,,0.35,,34.4,143.38,,3.76,5.99,7.71,10.25,29.5803,76.12463,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86386284,7.1,,0.27,,28.46,106.69,,4.51,4.83,7.81,6.86,29.5803,76.14713,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86387045,7.6,,0.18,,20.38,199.85,54.73,0.96,5.53,1.16,5.48,29.5803,76.15376,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86387833,7.2,,0.35,,5.74,93.74,67.56,0.3,4.63,0.66,1.99,29.5803,76.11434,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Azam Shahpur(95),HR61098/2016-17/86389111,7.6,,0.15,,29.36,187.51,49.02,3.91,7.42,8.46,7.58,29.5803,76.1229,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90325919,7.7,0.36,0.35,,17.29,179.31,,1.06,4.92,0.9,5.18,28.8996,76.12391,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90342556,7.6,,0.41,,9.28,118.43,28.49,0.25,2.06,0.35,,28.8987,76.12568,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90423725,7.6,0.31,0.35,,13.74,130.1,39.67,0.44,2.64,0.64,1.32,28.8987,76.13708,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90481313,7.2,,0.41,,21.06,171.49,41.84,1.16,4.65,0.81,6.54,28.8987,76.13712,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90509882,7.4,0.95,0.47,,18.51,116.26,38.44,0.34,1.81,0.82,1.97,28.8989,76.12632,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90577520,7.6,0.77,0.41,,14.59,126.72,96.83,0.49,3.06,0.79,1.92,28.8987,76.13646,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bass Badshahpur (97),HR61110/2016-17/90584171,7.9,,0.39,,19.87,162.04,84.69,0.57,5.41,0.87,2.46,28.8989,76.14553,30/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168292,7.3,,0.15,,14.84,466.1,4.46,0.9,0.77,7.9,1.02,29.5803,76.12476,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83168955,7.5,,0.14,,6.62,56.44,4.92,0.17,1.45,0.1,11.1,29.5803,76.14365,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169245,7.8,,0.26,,106.49,94.83,,3.37,8.27,0.8,8.85,29.5803,76.13933,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83169920,7.6,,0.29,,134.54,125.53,,2.72,6.86,1.04,8.97,29.5803,76.14817,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83170591,7.5,,0.17,,41.47,97.64,,4.21,10.74,1.66,20.25,29.5803,76.14976,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2016-17/83171178,7.4,,0.08,,70.74,635.59,78.18,1.76,4.98,0.51,5.26,29.5803,76.1522,,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134911246,7.2,0.82,0.58,,12.6,208,,1.69,17.53,0.88,54.25,29.4465,76.13491,05/01/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/134987850,7.9,,0.61,,18.8,142,,1.42,17.09,1.13,44.37,29.4291,76.12709,05/02/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2017-18/135045468,7.6,0.75,0.25,,3.43,224,52.5,1.16,9.04,0.71,6.57,29.4201,76.13402,05/03/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/134986083,7.4,0.84,0.5,,8.2,192,,1.78,2.76,0.24,5.11,29.4546,76.15229,05/08/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135107441,7.4,0.68,0.72,,2.6,140,,1.4,6.39,0.46,6.37,29.4991,76.14741,05/07/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135216997,7.4,0.82,0.3,,15.5,248,,1.69,3.9,0.67,5.69,29.4942,76.15664,05/10/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135638481,7.7,0.44,0.74,,14.1,176,,1.57,16.07,0.86,46.75,29.0952,76.1321,01/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135861650,7.9,,0.61,,18.8,142,,1.42,17.09,1.13,44.37,29.09291,76.12709,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135935178,7.8,0.95,0.28,,9.48,142,52.41,1.47,12.23,0.58,6.91,29.09199,76.13401,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135938669,7.3,0.66,0.4,,8.3,224,,1.94,5.93,0.58,7.33,29.08819,76.14701,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhaklana(94),HR61100/2018-19/135955786,7.3,0.45,0.28,,15.5,206,112.32,1.79,4.6,0.52,6.66,29.08278,76.15846,10/04/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78297670,7.3,,0.3,,36.22,193.85,115.8,2.73,,1.81,24.85,29.09987,75.55233,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78298692,7.6,0.69,0.5,,85.28,745.47,,6.1,,6.52,12.57,29.09211,75.55307,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78299601,7.4,0.96,0.41,,82.73,300.05,117,1.63,3.09,0.52,2.65,29.11653,75.56134,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78300313,7.7,,0.41,,,315.05,66.14,0.83,2.11,0.15,2.73,29.105982,75.56769,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78301416,7.7,,0.2,,,355.05,90.48,1.68,3,0.11,2.94,29.105392,75.554355,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78302273,7.2,,0.09,,,250.04,78.31,1.25,2.39,0.11,3,29.104757,75.561987,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78303118,7.7,,0.23,,,125.02,106.08,1.27,2.01,0.58,2.83,29.103928,75.570512,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78303735,7.4,,0.3,,,325.05,80.81,0.84,2.08,0.46,2.94,29.103425,75.561219,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78304507,7.6,,0.26,,37.27,198.4,52.2,1.26,,1.72,10.21,29.10177,75.56228,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78305194,7.4,0.56,0.53,,42.07,414.18,,3.75,,2.75,29.1,29.10104,75.54338,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2016-17/78305893,7.9,0.48,0.24,,28.85,311.14,,2.83,19.02,3.25,29.06,29.09504,75.56155,06/02/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133649744,7.5,0.32,0.36,,12.6,172,46.8,1.09,3.46,0.67,13.06,29.112497,75.544766,01/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133656660,7.5,0.63,0.32,,18.3,210,39.48,0.62,5.09,0.56,4.04,29.104771,75.561531,07/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133662156,7.1,,0.6,,7.9,288,59.8,1.08,3.55,1.37,4.21,29.103931,75.561324,08/06/18,,Irrigated Borewell,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133714729,7.5,,0.29,,15.6,184,57.7,1.1,2.81,0.99,5.54,29.104915,75.554036,05/06/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatla(113),HR61066/2018-19/133750375,7.3,0.54,0.3,,13.1,142,66.13,1.21,4.29,0.54,4.5,29.1166,75.56166,06/06/18,,Irrigated Well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86390232,7.4,,0.48,,36.11,310.46,,6.7,33.33,6.79,6.36,29.564,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86391041,7.4,,0.44,,27.15,265.66,,3.8,4.51,5.68,14.25,29.554,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86392444,7.3,,0.48,,12.47,215.24,,5.4,17.57,6.1,2.25,29.5688,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86393792,7.4,,0.42,,15.38,189.68,54.82,3.76,7.37,5.72,8.63,29.55776,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86394584,7.9,,0.39,,18.17,504,74.67,4.24,4.66,6.82,18.44,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Jatan (10),HR61093/2016-17/86395348,7.4,,0.47,,13.29,141.46,95.83,4.51,6.13,6.13,2.59,29.5803,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91101916,7.5,,0.21,,6.76,193.73,81.7,0.19,5.34,0.22,1.11,29.07004,76.06271,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91221388,7.4,0.52,0.41,,11.38,750.13,,0.92,7.31,0.52,4.18,29.0612,76.0674,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2016-17/91240949,7.6,,0.24,,13.17,,,0.68,8.11,0.56,4.62,29.06324,76.06205,20/06/16,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133727070,7.1,0.39,0.39,,27.4,275,54.25,0.5,5.5,0.86,11.04,29.0718,76.036,05/11/18,,Irrigated,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133750087,7.3,0.39,0.28,,2.8,145,23.4,0.55,10.69,0.24,,29.06468,76.06195,05/12/18,,Irrigated Tube well,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133771134,7.9,,0.08,,17,105,5.39,0.53,2.06,0.44,3.24,29.06201,76.06457,14/05/18,,Irrigated Borewell,27/02/21
Haryana,Hisar,Bhatol Rangran(126),HR61094/2018-19/133786194,7.6,0.55,0.38,,14.2,315,27.35,0.62,8.89,0.17,21.72,29.06242,76.0643,16/05/18,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38142387,7.9,,0.41,,1.6,665,,0.51,2.38,0.74,1.96,29.273612,76.036945,06/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38322801,7.7,1,0.26,,2.5,425,90.78,0.95,1.57,0.51,4.24,29.144723,76.159167,11/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38372438,7.8,0.43,0.27,,15.5,460,,0.79,7.29,1.71,35.85,29.095556,76.053334,16/07/16,,Irrigated,27/02/21
Haryana,Hisar,Bir Hansi((120),HR61080/2016-17/38517674,7.7,0.45,0.26,,11.1,420,62.49,1.42,37.91,2.02,70.38,29.231389,76.225278,21/07/16,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78316793,7.3,,0.38,,28.34,198.93,,3.72,,1.77,4.73,29.13359,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78317342,7.6,0.57,0.41,,15.96,681.41,,5.12,,1.73,9.15,29.13241,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78318077,7.5,0.39,0.35,,28.92,161.64,,3.78,,1.53,1.53,29.13111,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78318693,7.9,0.29,0.36,,15.69,315.17,54.71,4.43,,0.58,6.57,29.12573,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319356,7.8,0.26,0.38,,28.9,79.97,51.63,1.52,,0.42,4.39,29.12574,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78319879,7.9,0.47,0.41,,32.19,61.24,49.93,3.96,,0.63,1.58,29.1248,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320443,7.3,0.35,0.32,,18.5,224.9,36.39,1.18,,0.58,5.08,29.12152,75.328,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78320961,7.1,0.24,0.39,,15.74,220.04,91.94,3.61,,1.59,5.4,29.12135,75.54926,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321378,7.9,0.56,0.38,,12.09,108.51,63.59,1.06,,0.46,1.75,29.12,75.54911,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78321834,7.2,0.58,0.29,,11.93,157.76,116.4,2.09,,0.76,3.64,29.11801,75.55204,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2016-17/78322431,7.8,0.21,0.38,,6.73,97.26,82.1,2.02,,0.59,1.73,29.11613,75.54322,27/07/17,,Irrigated Tube well,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134000748,7.6,,0.4,,21,170,,0.56,3.65,0.81,2.25,29.13286,75.55224,04/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134038481,7.6,,0.36,,18.4,340,87.05,0.31,3.14,0.81,1.89,29.13145,75.55089,08/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134045862,7.2,,0.25,,16.3,180,72.36,0.63,3.55,0.3,3.35,29.13105,75.56277,12/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134052550,7.3,,0.32,,23.4,240,84.7,0.69,2.18,0.87,1.35,29.12943,75.56642,12/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134076354,7.3,,0.44,,14.3,190,52.03,1.13,3.35,0.83,1.25,29.12789,75.55659,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134083593,7.6,,0.32,,12.8,150,67.16,1.26,2.59,0.75,2.85,29.12789,75.55659,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134124530,7.2,1,0.42,,9.7,300,59.6,1.26,6.16,0.98,5.91,29.12418,75.56811,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134136466,7.4,,0.35,,16.2,300,47.13,1.12,10.24,0.5,18.39,29.12418,75.56811,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134142216,7.5,0.66,0.32,,6.5,220,58.85,0.7,2.62,0.74,12.63,29.12159,75.5603,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134151093,7.8,,0.39,,12.7,280,99.9,0.51,5.76,0.65,13.62,29.11708,75.55071,20/04/18,,Irrigated,27/02/21
Haryana,Hisar,Channot(112),HR61057/2018-19/134164648,7.8,0.65,0.42,,13.4,170,76.9,1.65,6.89,1.65,9.95,29.11397,75.4046,16/04/18,,Irrigated,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364085,7.4,,0.35,,94.7,,117.94,0.5,11.19,0.76,2.17,29.1688,75.58152,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364341,7.3,,0.32,,94.5,790.12,64.9,1.07,1.92,0.91,6.84,29.15937,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85364969,7.5,,0.48,,92.1,440.07,104.83,1.09,14.75,0.59,22.54,29.15593,75.58978,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85365639,7.4,0.56,0.35,,39.67,311.36,,0.84,6.1,0.72,5.58,29.15328,76.238,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85365834,7.4,,0.41,,95.6,595.09,,1.18,14.16,0.84,15.24,29.16271,75.57751,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85366810,7.2,,0.36,,0.14,2.47,0.3,2,0.13,1.3,1.1,29.1503,75.59478,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85367001,7.2,,0.41,,32.61,210,39.34,2.51,30.73,1.49,2.88,29.16559,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85367620,7.5,,0.15,,33.6,279.1,40.14,1.82,36.87,1.79,3.89,29.1738,76.3181,06/04/16,,Irrigated Tube well,27/02/21
Haryana,Hisar,Data(83),HR61051/2016-17/85368252,7.7,,0.41,,5.42,176.45,59.28,0.3,8.29,0.58,0.37,29.16387,76.107,06/04/16,,Irrigated Tube well,27/02/21
